name,typetime,num_fds,size_fds,size,num_joins,num_compose,num_override,num_filters,num_tblvars,num_literals,num_key_adds,num_key_dels,num_data_adds,num_data_dels,num_action_renames,eval_time,eval_in_size,eval_out_size,min_eval_size,min_eval_time
lo_ch_333,0.016212,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0.004053,670,1341,0,0.000000
lo_db_333,0.010014,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0.001907,670,1340,0,0.000000
lo_ev_333,0.016212,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.006914,670,674,0,0.000000
lo_la_333,0.303745,0,0,29,1,2,1,0,7,2,3,3,0,5,8,36.790848,670,1849,0,0.000000
ad_lo_333,0.009060,0,0,9,1,0,0,0,4,0,0,0,0,0,4,30.579090,1004,1336,0,0.000000
ad_ch_333,0.712872,0,0,13,1,0,0,0,7,1,0,0,0,0,4,33.110857,1004,2673,0,0.000000
ad_db_333,0.015974,0,0,12,1,0,0,0,7,0,0,0,0,0,4,34.018040,1004,2672,0,0.000000
ad_ev_333,0.017881,3,3,32,1,0,0,0,6,0,13,13,0,0,8,32.396793,1004,1340,0,0.000000
ad_la_333,0.367165,0,0,36,2,2,1,0,9,2,3,3,0,5,12,403.112888,1004,5845,0,0.000000
ch_lo_333,0.010014,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0.002146,1341,670,0,0.000000
ch_ad_333,0.010252,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.380278,1341,1004,0,0.000000
ch_db_333,0.012159,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0.005007,1341,1340,0,0.000000
ch_ev_333,0.290871,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.010967,1341,674,0,0.000000
ch_la_333,0.355005,0,0,29,1,2,1,0,7,2,3,3,0,5,8,37.486076,1341,1849,0,0.000000
db_lo_333,0.005960,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0.000954,1340,670,0,0.000000
db_ad_333,0.007868,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.588894,1340,1004,0,0.000000
db_ch_333,0.011921,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0.003099,1340,1341,0,0.000000
db_ev_333,0.018120,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.007153,1340,674,0,0.000000
db_la_333,0.311852,0,0,29,1,2,1,0,7,2,3,3,0,5,8,41.770697,1340,1849,0,0.000000
ev_lo_333,0.015974,1,1,21,2,0,0,0,5,0,4,4,0,0,8,0.017166,674,676,0,0.000000
ev_ad_333,0.013828,1,1,25,2,0,0,0,6,0,4,4,0,2,9,1.278162,674,1010,0,0.000000
ev_ch_333,0.023127,1,1,25,2,0,0,0,8,1,4,4,0,0,8,0.010967,674,1353,0,0.000000
ev_db_333,0.017881,1,1,24,2,0,0,0,8,0,4,4,0,0,8,0.010967,674,1352,0,0.000000
ev_la_333,0.334024,1,1,47,3,2,1,0,9,2,7,7,0,5,16,39.058208,674,1855,0,0.000000
la_lo_333,0.009060,0,0,17,1,2,0,0,6,0,0,0,0,2,6,395.231962,1849,5332,0,0.000000
la_ad_333,0.009060,0,0,15,0,2,0,0,6,0,0,0,0,2,5,34.173012,1849,2336,0,0.000000
la_ch_333,0.031948,0,0,21,1,2,0,0,9,1,0,0,0,2,6,425.575972,1849,10665,0,0.000000
la_db_333,0.019312,0,0,20,1,2,0,0,9,0,0,0,0,2,6,420.023918,1849,10664,0,0.000000
la_ev_333,0.024080,3,3,40,1,2,0,0,8,0,13,13,0,2,10,459.577084,1849,5336,0,0.000000
lo_ad_389,0.007868,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.921011,782,1172,0,0.000000
lo_ch_389,0.013113,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0.003815,782,1565,0,0.000000
lo_db_389,0.010014,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0.002146,782,1564,0,0.000000
lo_ev_389,0.016928,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.006914,782,786,0,0.000000
lo_la_389,0.566959,0,0,29,1,2,1,0,7,2,3,3,0,5,8,49.319029,782,2073,0,0.000000
ad_lo_389,0.010014,0,0,9,1,0,0,0,4,0,0,0,0,0,4,43.171167,1172,1560,0,0.000000
ad_ch_389,0.025034,0,0,13,1,0,0,0,7,1,0,0,0,0,4,43.370962,1172,3121,0,0.000000
ad_db_389,0.012636,0,0,12,1,0,0,0,7,0,0,0,0,0,4,42.481184,1172,3120,0,0.000000
ad_ev_389,0.021935,3,3,32,1,0,0,0,6,0,13,13,0,0,8,39.700985,1172,1564,0,0.000000
ad_la_389,0.446081,0,0,36,2,2,1,0,9,2,3,3,0,5,12,580.621004,1172,6741,0,0.000000
ch_lo_389,0.006914,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0.002146,1565,782,0,0.000000
ch_ad_389,0.007868,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.610113,1565,1172,0,0.000000
ch_db_389,0.016928,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0.005007,1565,1564,0,0.000000
ch_ev_389,0.021935,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.010014,1565,786,0,0.000000
ch_la_389,0.302076,0,0,29,1,2,1,0,7,2,3,3,0,5,8,47.126055,1565,2073,0,0.000000
db_lo_389,0.006914,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0.002146,1564,782,0,0.000000
db_ad_389,0.010014,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.694036,1564,1172,0,0.000000
db_ch_389,0.014067,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0.003099,1564,1565,0,0.000000
db_ev_389,0.017166,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.007868,1564,786,0,0.000000
db_la_389,0.366211,0,0,29,1,2,1,0,7,2,3,3,0,5,8,49.148321,1564,2073,0,0.000000
ev_lo_389,0.017166,1,1,21,2,0,0,0,5,0,4,4,0,0,8,0.016928,786,788,0,0.000000
ev_ad_389,0.016928,1,1,25,2,0,0,0,6,0,4,4,0,2,9,1.196146,786,1178,0,0.000000
ev_ch_389,0.032902,1,1,25,2,0,0,0,8,1,4,4,0,0,8,0.011921,786,1577,0,0.000000
ev_db_389,0.018120,1,1,24,2,0,0,0,8,0,4,4,0,0,8,0.335932,786,1576,0,0.000000
ev_la_389,0.296831,1,1,47,3,2,1,0,9,2,7,7,0,5,16,46.838999,786,2079,0,0.000000
